id,fulltext,label
259,min tokopedia ku kogaada fitur pop up yang muncul di screen hp walopun appnya gakebuka sih min ,negatif

260, min kok belum dapet cashback yak,negatif

261, hai min sy transaksi pembayaran cc dengan tokopedia sudah menggunakan kupon cashback pembayaran ada notifikasi selesai dr tokopedia tapi ko cashback nya belum masuk ya biasanya langsung masukk,negatif

262,sy sdh menghubungi store vjcomp via chat tapi tdk ada tanggapan  sy harap  tidak lepas tanggung jwb jg atas transaksi tsb krn sy berhak menanyakan garansi pembelian brg tsb sesuai hukum berlaku ,negatif

263,  sudah  hari belum dikirim,negatif

264,sy mau nanya soal garansi vga yg pernah sy beli di  krn  bln pembelian vga ini sdh ga bisa connect ke monitor dgn semua output hdmidvidp bukti video akan sy kirim dan  kekurangan pembayaran,negatif

265,hai min  saya mau ngirim laporan tugas akhir penelitian mengenai tokopedia nih ada alamat email yg bisa dihubungi ga,positif

266,halokok cashbacknya belum saya terima ya ,negatif

267, kok skrg cashback transaksi ga pernah masuk ya pdhl pake kode voucher,negatif

268,  mmg yg brand bro cuma kw gw pnh bl kek gt pas nyampe ditest speednya ktauan nih brg aspal lsg gw retur n report ke toped tp ya gitu deh gak ada pnindakan,negatif

269, halo kak selamat siang saya pengen tanya kenapa saya mau aktivasi ovo tidak bisa ,negatif

270, minkok belum dpt cashback yabiasa  mnt sudah dapat loh bgmn ini ,negatif

271, ok noted telkomnya masalah pake telkomsel lancar makasih ya,positif

272, plissss read dm akuuuuu ,negatif

273, cara komplain barang belum sampai gimana ya kak saya beli dri tglmenurut tokopedi estimasi sampai paling telat tanggal  ,negatif

274, apakah cek out ovo via tokopedia app sedang masalah ,negatif

275, maaf kak belum ada dm masuk ,negatif

276, min maaf mau nanya kenapa gini terus ya pas klik pembayaran ,negatif

277,dear admin  hari ini liat promo cashback di apk tapi pas udah berhasil kok cashbacknya ngga langsung masuuk ,negatif

278, karena error nya ga bisa ketangkap dari  screenshot aja video nya udah saya upload ke streamable dan saya kirim ke dm bisa dicek ya dm nya,negatif

279, selamat siang admin saya mau tanya bagaimana cara membuat akun tokopedia yang baru karna akun yang lama sudah tidak bisa dibuka lagi dengan nomor hp yang sama,netral

280,sudah coba komplain via tokopedia care tapi tidak ada yg pas kayak ngomong sama robot sudah komplain email juga ke anteraja sama belum ada solusi  ,negatif

281,  lha memang  nya sendiri aplikasi penipu dia tarik uang komisi dari merchant  tapi ngemplang cash back dengan alasan pelanggaran yang dibuat buat dan tidak pernah bisa membuktikan,negatif

282, halo min kami dr toko family care official cust komplain pesanan belum sampai fitur tombol pilih solusi tidak muncul jadi kami tidak bisa respons mhn bantuan  ,negatif

283,  namanya  tapi ngga care ,negatif

284, terimakasih atas responnya min,positif

285,lha memang  nya sendiri aplikasi penipu dia tarik uang komisi dari merchant  tapi ngemplang cash back dengan alasan pelanggaran yang dibuat buat dan tidak pernah bisa membuktikan ,negatif

286, saya ada kendala saat melakukan perubahan nomor hp karena nomor lama sudah tdk aktif saat proses verifikasi data diri selalu ditolak saya sudah coba foto pakai ktp kartu mahasiswa sim selalu ditolak apa yg harus saya lakukan terimakasih ,negatif

287,  saya mau check out di aplikasi tapi selalu eror pas pilih pembayaran mohon bantuannya nih,negatif

288, bisa tolong di respon lagi ya kak dm nya terimakasi,positif

289, pembelian paket data simpati kenapa gagal trus y ,negatif

290,kak kita ada promo ya cashback ayo belanja sekarang voucher terbatas loh,positif

291, dear admin toko saya di tokopedia sebelumnya belum pernah transaksi dengan kurir wahana pagi ini saya mendapat pesanan dengan kurir wahana dan ketika saya antar saya diminta untuk membayar biaya kirim apakah mekanisme untuk wahana memang begitu mohon infonya,netral

292,halo min  tolong cek dm ya saya ada kendala mengenai transaksi saya ,netral

293, fungsi tukar tambah hp nya lagi trouble ya saya dah coba di  hape tiap abis selesai cek fisik dan dapet harga nya selalu balik ke minta no imei lagi,negatif

294,min kapan ada promo pulsa lagi ,netral

295, min point cashback pembayaran tagihan indihome blm masuk cek dm ya,negatif

296, min banner yg menuju ke hal lihat semua promo sekarang ada dmn yako di hal utama ga muncul,negatif

297, mohon bantuanya no pesanan  dicarikan driver grab express segera,netral

298, mohon bantuanya no pesanan  dicarikan driver grab express,netral

299,halojujuurr seneng bsnget belanja di tempatmu aplikasi enak dan semua ada semua bisa tp plis banget bisa gak utk yg bebeas ongkir gak usah pake  kayaknya kurir anteraja kirim paketnya pake jalan kaki deh,negatif

300,  dm ya mo konsul terkait retur barang,netral

301,rt  cc  dulu hampir ketipu jg soal ginian komplain tp gak ditanggapi jg hati aja beli brg aksesoris ke,negatif

302, kok cashback saya gk ada yg masuk dr kemaren ,negatif

303,iya  nuangis,negatif

304,  bisa saja trjaditrmsuk nekat bila ketahuankrna dia punya toko pasti bakal dikomplen di datangin dan bisnis bisa runyam  untk perlindungan konsumen hrs krja sama dgn aparat hukum,negatif

305,  terpaksa blacklist  dari opsi jasa ekspedisi kalo gini mah  kapok sudah banyak pengalaman  dari dulu gaada improvement  maaf yaa,negatif

306,  nunggu ditelepon dan diproses baru responsif imm kemarin aing gitupaket sekaligus lgsg digercepin,negatif

307, saya barusan bayar listrik lewat tokopedia pakai kode promo dgtoped lgs dipilih di form pembayaran ivrxxiiii imingnya sih dpt cashback rb an ternyata hanya  perak gmn topedkok gitu sih,negatif

308,ya sama saya juga ikut pelatihan baking world sertifikat gak di setor ke prakerja burik emang,negatif

309,parah punya gua juga ga dibales ternyata sempetnya bales yg ga penting makan gaji buta ini mah,negatif

310, kenapa pm saya tidak dibalas dari kemarin,negatif

311,cc  dulu hampir ketipu jg soal ginian komplain tp gak ditanggapi jg hati aja beli brg aksesoris kek hdd dll jgn ktipu harga gak wajar ,negatif

312,  padahal kayanya standar ya buktinya bukti transfer atau video pas unboxing,negatif

313,silahkan anda lihat kenapa saya memohon untuk di kembalikan sepatu bola nike phantom vsn size  yg saya beli pd tgl  maret  via tokopedia dgn nomor ,negatif

314, sudah saya dm kak prilly,positif

315, aku bacanya sampek muter hp  makasih min  semangattt jugaa yaa ,positif

316,diminta melampirkan bukti kok dibilang ga make sense lah gimana tho namanya komplen produk ya hrs ksh buktinya lah pengalaman gw dg  sih bgs ya wkt mrk handle komplen gw kirim foto dan video yes sbg bukti kan gw komplen beneran bukan rekayasa atau titipan ,positif

317,hi  saya ada kendala klaim ketidaknyamanan layanan sudah lebih dari  hari kerja dianggurin premiro nih sudah saya email sejak tanggal  februari ,negatif

318,tolong dongbantu masalah saya ini ada solusinya soalnya dari pihaksama sekali ga peduli sama konsumennya,negatif

319, cek dm  mana gratis ongkir nya ,negatif

320,saran buatyang kayak gini kurang kurangin lah kalau perlu larang sekalian biarlah event seru seruan kayak mysteri box gini cuma boleh diadakan pihak tokopedia langsung misalnya ngeliat testinya sih jelas bau bau curang ,negatif

321,  dan  makasih min  juga cek ya,netral

322,  tolong dibantu min residan nomer pesanan ini  nomer hp penerima minta ganti karena salah soalnya status dpengiriman dikembalikan terus nomor sudah saya infokan ke si cepat tolong dibantu proses,negatif

323,umkm wajib tahu tokopedia ungkap tren dan peluang bisnis  ada kopi lokal dan madu,positif

324, sudah di reply ya kak segera di  ya kak,positif

325, ko dm sy ga d bls yaaa,negatif

326,  malah balesin yg kek gini cek dm,negatif

327,ministri saya share brosur diskon tambah daya pln kalau belanja di tokopedia lha saya nyari di aplikasi kok kaga nemu bijimane ini min,negatif

328, mimin min yoongi ultah niii,positif

329,lemahampruginya kalo beli apaapa online ya gini kalo ada masalah dalam pengiriman harus tunggu di dulu belum lagi nunggu dr via tokped respon komplainan  ,negatif

330, ngga nemu ngga nemu langsung skip ,netral

331,bisabisanya paketan hilang  _,negatif

332, aamiin makasih minto walaupun ritmenya secepet yg lain selagi ada progres why not,positif

333, wkwkwk hampir gak ketemu tulisan putih,netral

334, hai min terima kasih infonya snagat membantu sekali,positif

335, mimin juga semangat yaa  besok aku ujian  mapel  semoga bisa kerjain soalnya dan nilainya memuaskan mimin semangat terus kerjanya,positif

336,rt  ada pesan rahasia mimin punya pesan rahasia buat kamu di gambar ini  rt dan reply kalau kamu bisa temukan pesannya,netral

337,rt dear manajemen tokopedia mohon sekiranya dibantu prihal proses pengembalian dana dengan transak,netral

338,  ku setuju minn ayo giveaway lagi,positif

339, bantu ngedoain yg ikutan aja,positif

340,dear pemangku jabatan bpkn  badan perlindungan konsumen nasional  republik indonesia mohon sekiranya dibantu prihal proses pengembalian dana saya sbg konsumen yg bertransaksi online dgn seller atas perhatiannya saya haturkan terima kasih,netral

341,  dear manajemen tokopedia mohon sekiranya dibantu prihal proses pengembalian dana dengan transaksi nomor saya sebagai pembeli juga berhak atas refund yg sudah sesuai dgn uu kuhperdata thx ur attention ,negatif

342, lah mana dmnya,negatif

343,ada yang tau gimana cara mengembalikan tingkat kepercayaan toko di tokopedia kemarin karena gagal kirim  paket pengaruh banget ke performa tokotokopedia belanjatokopedia tokopediaxbts ,negatif

344, min top up brizzi kok gamasuk saldonya aneh,negatif

345,rt  target penjualan tahun ini harus lebih tinggi dari tahun lalu ada yang punya prinsip itu seller sebelum menyusun str,netral

346,  parah hai para seller marketplace  e commerce jangan ada yg pakai jasa ekspedisi ini lagi ganti nama saja dari anteraja jadi entaraja ,negatif

347, hallo min ini akun tokopedia knpaa yaa  masih saya gunakan tp ko dinonaktifkantolong gmna caranya supaya akun saya balik ,netral

348, min cashback ovo saya kq belum masuk min transaksi sudah selesai,negatif

349,sudah ajukan pembatalan tapi salah pilih harusnya refund dana kalo saya batalkan komplain dana masuk ke penjual atau saya bisa ajukan pembatalan yang ke atau gmn caranya supaya sy bs menjadi refund pembatalan thx,negatif

350, sy pilih pengiriman reguler intraisland dan ongkir aslinya cm rb tapi kok di daftar biaya masi tetep rb,negatif

351,halo  saya topup saldo emoney melalui aplikasimu sudah dibayar melalui mbca tapi kok ga bisa update saldo ya ,negatif

352,sedih lah gagal terus update saldo brizzi di  padahal udah versi terbaru tapi slalu muncul tulisan ini padahal di aplikasi lain kartunya kebaca  ,negatif

353,kebodohan gw hari ini ganti no di tokped krn no tlp nya angus padahal ada saldo tokped dana rb minbisa di bantu ga min histori belanjaan ilang semua juga pulaa tau gitu ga perbaharui no tlp,negatif

354,tanya bisa gak retur barang dgn gosend nanti input no resinya diminta ksh no  udah di kasih jawabannya malah bikin emosi heran ,negatif

355,kadang merasa begok sendiri kalo ngomong sm admin cs mode  gini,negatif

356, min respon dm dana klaim masih blm masuk ya,negatif

357, kalo searching barang di tokopedia sekarang sudah ga ada opsi filter ya ,negatif

358,byar perpanjang  lewat  bgm caranya y  ,netral

359,kezelll ihhh udah sebulan ga bisa update aplikasi tokped sekarang ga bisa dibuka gue uninstall eh pas di install lagi gak bisa itu kenapa sihhh  padahal gue udh mulai pindah haluan dr toko sebelah,negatif

360, halo tokped baru kali ini ni saya kecewa sama kalian saya retur barang via grabexpress tapi ga bisa input no resi statusnya malah langsung otomatis selesai dan pembayaran dikirim ke penjual percuma aja dong ya retur tapi sy ga dapet kompensasi apa,negatif

361, oh iya kak kami sangat memohon bantuannya segera,netral

362, min tanya dong  itu buyer nya udh bayar blm ya,netral

363, terima kasih sudah ingin membantu,positif

364, hi min kolom review produknya sudah kembali muncul kembali tadi sempat hilang makanya saya bingung trims,positif

365, thankyou buat bantuannya meskipun saya ribet tetap di layani sepenuh hati ,positif

366, halo saya mau checkout pilih pengiriman kok gak bisa ya tulisannya gagal memuat silakan coba lagi sudah saya coba berulang tetep begitu,negatif

367, untuk mengubah no hptlpn di akun kita bagimna cara nya min mohon bantuannya tokopedia tokopediasaja,netral

368,min  klo mau masuk ke tokopedia web kan login tuh kok aku gagal terus ya ga nerima notifikasi ke no hp terdaftar udah berulang kali coba jg,netral

369,  iya di web jg ulasannya kosong gimana mau beli barang ga ada ulasan,negatif

370, pmo itu apa ya min terus ini berarti saya cuma nunggu aja kan ya dan tinggal tunggu link survei juga course yang saya ikuti sudah selesai tapi statusnya masih aktif bukan selesai pada dashboard,negatif

371,  punya masnya gitu juga gabisa cek ulasan,negatif

372, halo saya mau request pick up kenapa gak bisa yah ,negatif

373, halo min lihat daftar transaksi di aplikasi tokopedia ada di mana ya oya saya pakai android,netral

374, cek dm dong min saya mau beli pelatihan baru masih ke hambat nih,negatif

375, oke makasih ya min hwaiting,positif

376,halo  ini bagian review produk di aplikasi kok hilang ya,negatif

377, ekspedisi sampah masa iya dari jakarta ke cikarang  hari kerjanya ngapain aja  gimana ini solusinya nyesel gue pake ekspedisi entar aja kalau pake  hari sabtu udah datang nie ,negatif

378,  itu cepet kelarin ya masalahnya,negatif

379, ok terimkasih kak,positif

380, halo sobat mohon maaf atas ketidaknyamannya informasi dari tim  bahwa nomor pin yang dimaksud adalah seluruh nomor imei hp lama milik sobat silakan lakukan kembali transaksi pengambilannya di toko indomaret yang bersangkutan terima kasih,positif

381, tetapi sejauh ini terima kasih banyak buat tokopedia care buat yang sebelumsebelumnya karena sudah membantu saya membuka kembali akses akun saya,positif

382, sejauh ini hanya menunggu perkembangan atau kabar dari status transaksi saya yang sudah  bulan tidak berubah status nya karena transaksi tersebut menggunakan cod cash on delivery tetapi tokopedia care memberitahu bahwa saya menunggu sampai ada kabar lebih lanjut,negatif

383, maaf barusan saya dapat notifikasi sms dari tokopedia bahwa account saya lagi di recovery selama xjam dan tidak bisa digunakan kl mau menggunakan hrs menggunakan no hp apkh betul dari toped resmi  terimakasih,netral

384, biasanya di tengah foto produk dan dan nama toko kan ada kolom ulasan,netral

385,  ni gimana jawabnya beneran ga bisa ngecek ulasan lagi kita,negatif

386,  ini lagi errorkah kok ulasan semua barang ga bisa dilihat di hp ,negatif

387, komplain udah  hari ga kelarkelar nih di diskusi ga dibales,negatif

388, withdrawalnya kudu nunggu brp lama ya min dari jam  sampe sekarang blm masuk di rekening juga ,negatif

389, min kenapa tokopedia saya gak ada diskusi produknya ya,netral

390, mana kak blm ada di dm saya,negatif

391, min gmn cara dpt bebas ongkir d toped sy sdh pilih toko yg pk logo bebas ongkir n pilih pengiriman anteraja tp kok di daftar biaya ongkirnya masi utuh,negatif

392, min klo tulisannya pesanan dibatalkan oleh cs tokopedia itu kenapa ya,netral

393, saya sudah menyelesaikan pelatihan luarsekolah pihak lembaga sudah ngirim sertifikat ke tokopedia sejak tanggal  namun sampai sekrg sertifikat blum mncul di dasboard pdahal saya sudah memberi ulasan di tokoped ada solusi,negatif

394, lagi eror ya kok ulasan tiap barang jadi ilang semua,negatif

395,positifakai twitter enak bener buat minta bantuan apabila ada kendala dalam aplikasi dan meminta pesan maupun pengaduan laporan ,positif

396,dear  mohon dibantudi aplikasi tokopedia seller status nya extended mohon diselesaikan terimakasih,netral

397, dilaporkan terus keterusannya bagaimana apakah si seller wajib bertanggungjawab apa uang buyer dikembalikan seller dibanned dll musti jelas dong  ,negatif

398, min sy mengajukan kolpen terhadap barang sy waktu yg diberikan sama tokopedia care sdh habis tapi blm ada tanggapan dari tokopedia care tolong dibantu,negatif

399,  karena isi kiriman adalah obat dan kelalaian in telah membuat nyawa kerabat saya menjadi terancam saya menuntut agar agen yang dengan seenaknya mengubah layanan mendapatkan sanksi seharusnya,negatif

400,menyambung tuntutan saya no resi  no pelaporan twit sesuai bukti terlampir agen sicepat matraman tanpa sepengetahuan atau seijin saya yg membayar layanan best telah mengubah layanan menjadi layanan reguler ,negatif

401,halopesanan sudah sampai di  setempat gua udah x datang tp ga bisa ambil tuh brg gua tau harus pake pin cuma  ga ngasih notif pin tuh gimana dong ,negatif

402, min aku barusan bayar pesananku di tokped jt uang uda masuk dan pesananku dibatalkan sepihak ama tokped katanya uang dikembalikan realtimesampai sekarang belum balik uangnya,negatif

403,min  tlg dibantu dong ini knp beli voucher belanja gk bs digunakan udh chat seller nya gk da balasan klu kyk gni rugi beli vocer tp gk bs dipake belanja,negatif

404,halotadi abis bayar indihome lewat tokopedia tapi statusnya tulisan nya menunggu konfirmasi operator itu maksudnya apa ya  ,netral

405, karena feedbacknya cepat dan baik ku delete yah min komplain tweetnya,positif

406, iyaaa pasti dibuat kaya gini supaya meminimalisir kecurangan sekadar saran dan saya yakin sih tokped pasti bisa buat mesin yang memungkinkan perubahan nama produk harus memenuhi persentase kemiripan sekian persen dengan nama produk lama untuk meminimalisir kecurangan,positif

407,  toped mestinya bisa lebih tegas menangani hal ini agar kelak tidak terjadi hal serupa di masa mendatang,netral

408, halo selamat siang saya mau retur barang ke penjual apakah jasa ekspedisi yang digunakan harus sama dengan yang sebelumnya yang digunakan oleh penjual mohon bantuannya terima kasih,netral

409, min kalo pengiriman via gojek jam brp sampe jam brp ya ,netral

410,ngeri kali yaa sebagai seller tokped w merasa ini perlu ditindaklanjuti sama  ,netral

411, admin  amp  payah nih ga respon seminggu paket ga bergerak payah kapok ga lagi pake jne deh,negatif

412,  adik saya beli barang dikirim bukan ke alamat sampe skrg udh  tahun gak jalan kasusnya pdahal untuk anak sd rb banyak dan komplain berkali cuma bilang di proses doang,negatif

413, saya mau pindah acount dengan email yang sama bagaimana caranya,netral

414,  harusnya klo byk konsumen yg ngasi bukti fotovideo klo tokonya nipulgsg ngebekuin akun penjualnya sbg hukuman krn merugikan konsumen amp nama baik tokopedia,negatif

415, siap min,positif

416, yuhuu min mo nanya dongs kok w ga bisa pake voucher kesbek nya yak kenapa yak,netral

417, cek dm dong min ada butuh bantuan nya thx mau proses pesanan tp gabisa,netral

418,hai  mhn abaikan twit diatas barusan sudah bisa terima pesanan tks ghosting,positif

419, tolong cek dm susah bgt hubungin tokped tu,negatif

420, min nanya ya kalau ada org beli pake kode kupon kor itu kode kupon apa ya referal ya,netral

421, sudah ya min ,positif

422,ini kenapa dibatalin si lah rugi saya dong pengembalian  hari kerja  trs saya ga bisa transaksi lagi  ,negatif

423, padahal barang sudah sesuai kesepakatan karena ini barang second ,netral

424, hai mimin ini mau ngeluh nih jadi barang udah di kirim dan sampe tujuan tapi si pembeli ga ngekonfirm dan malah minta refund terus barang langsung dijual di aplikasi lain ,negatif

425, mohon dibantu untuk syarat dan ketentuan walk in question di tokopedia care please respond asap,netral

426, min gimana nih pesanan saya blom nyampe penjual nya dichat gak dijawab tolong bantu jawab donk min,netral

427, hallo min kalau sudah selesai pelatihan dan sertifikat di mitra sudab keluar lalu sudah memberikan ulasan di tokopedia juga berarti tinggal nunggu sertifikat muncul di dashboard prakerja ya,netral

428, min info cara beli kelas prakerja di tokopedia dong thanks,netral

429, pagi kemarin saya mengalami kegagalan saat transaksi emoney di aplikasi tokopedia,negatif

430,saya jg guru beli eagle eucalyptus di  waktu awal januari datangnya begini dengan kurirsudah laporan ke penjual penjual katanya sudah kedari  katanya sudah dilaporkan ke  tapi gak ada tuh penggantian ,negatif

431, min saya udh dapet sertifikat dr pelatihannya tp knpa belym muncul di dashboard ya mohon pencerahannya,netral

432,  saya juga pernah dibohongin di toped barang yg ditawarkan berbeda dg yg dikirim ngga tega mo laporin kerugiannya saya kecil,netral

433,hallocall center tokopedia berapa ya saya tlp tidak bisa dihubungi bisa cek dm saya makasih,netral

434,  maaf min udh hijrah kite,negatif

435, oke baik lanjut dm,positif

436,  estimasi tiba tgl  atau paling telat hari nenetralapi dicek resi  paket masih dijakartaagar dapat ditindak lanjutithx ,netral

437,rt kudunya tokopedia juga turut membantu dengan melaporkan kasus penipuan ini ke polisi karena tr,positif

438,bagus langsung pap toko nya bakal di takedown sama toped cuma butuh bbrp review yg memberatkan video pas unboxing utk bukti diperlihatkan dengan jelas data pengirim toko mslh toko fiktif ajabisa take down masa toko penipu ga bisa ,positif

439, sudah saya balas tolong direspon,netral

440,  kacau tokped harus nya toko yg nakal di blacklist lah koq malah terbalik penjual adalah raja ,negatif

441,  nanya teknis perihal promo ekspedisi ,netral

442,  makanya bilang sama boss di sana jangan main kotor kalau mau jadi no  di indonesia trik basi di mainin terus akhirnya karma kan loe ,negatif

443, min ada kontak tokopedia untuk menanyakan terkait sertifikat prakerja gak,netral

444,bingung harus lapor gimana lagi beli via tokopedia dan anter aja udah  hari ga sampe padahal bekasibogor ada yg bisa bantu ,netral

445, dear admin saya seller lapak buku bagus tolong bantu cek pencairan dana saya kemarin ke bank btn apa sudah berhasil,netral

446, tolong dong kode voucher sy,negatif

447, hallo dm nya gk masuk,negatif

448, udah bisa makasih,positif

449, ovo lagi error kah ga bisa memuat layar pin,negatif

450, belum ada dm masuk,negatif

451, selamat pagi ka ini kenapa kode voucher prakerja saya tidak bisa di gunakan sudah x jam padahal copy paste tpi salah terus ,negatif

452,  wahh ini tokopedia bahaya ini seller bodong di pelihara harus nya kalau kedapatan seperti ini  langsung responsif donk dan langsung tutup toko nya ini namanya pembiaran yang merugikan pembeli,negatif

453, pelaporan  janjinya x jam namun sudah  minggu belum beres,negatif

454, hiaku mau ubah nomor hp krn ilang tp ga ada pilihan nomor saya sudah tidak aktif pas mau verifikasi nomor hp kaya screenshot yg ini tokopedia care yg di app jg djawab bot jawabannya salah jg tlg dbantu ya butuh cepat thanku ,netral

455,  tokopedia tanggung jawab gak yg ginian,negatif

456, min saya mengajukan pembatalan tp blm direspon sama penjual minta tolong dibatalkan by sistem aja oleh tokopedia ,netral

457,  apa tokopedia udah mulai ada seller dari luar negeri setau saya baru lajada jedeaidi dan syopi yang ada seller luar negeri,netral

458,rt tidak kalian tidak memahami,negatif

459, hi min cek dm ya perihal keluhan cashback ovopoints tagihan no hp pascabayar thank u,netral

460,  iya peduli konsumen dong klo mau jadi no  ,negatif

461, dm dimana ya drtd saya cek belum ada apa di user tokped atau email atau apa ya,negatif

462, klo lewat dm publik gak bakal tau kesalahan system lu jadi sy akan terusan angkat masalah ini sampai public tau berikut sy kasih screenshot jawaban yg diberikan dan jawaban sy jg ,netral

463, di tangani dengan cara yg itu saja ya mau liat data yg alasannya kepentingan internal saja gak perlu jalur hukum kan klo hanya untuk liat datanya,negatif

464, saya seorang seller bagaimana cara mengaktifkan opsi pengiriman kurir toko,netral

465, maafyaaa min makasiiii bgt min buat doanya yaaa akhirnya ngerasain menang giftcard dan ini yg pertama kaliii dapet luvyuuu min,positif

466,  blum lama juga menggunakan fasilitas bantuan dan resolusi hasilnya memuaskan penipu kena jg koq cuma disayangkan penjual yg product knowledgenya gak lengkap akhirnya gw cari penjual lain,positif

467,halo kak  saya membeli obat dengan layanan sicepat best dikirim tgl  maret dari jkt krn paket blm dtg hari ini sy tanya ke sicepat jawabnya paket saya pakai layanan siuntung detail di dm mohon klarifikasi terima kasih,netral

468,  sikap tegas donkkalo udh dpt kasus begini atau kecurangan lain langsung di banned tokonyajgn cmn didamaikansaya pernah ngalamin meski masalahnya berbeda dan nyata kecurangan tokonyanetralp hukumannya cmn retur dan balikin dana,negatif

469,  kudunya tokopedia juga turut membantu dengan melaporkan kasus penipuan ini ke polisi karena transaksinya pake sistem tokopedia ,negatif

470,  gan  apakah sudah dapat solusi dari tokped ane salah satu pelanggan nya juga soalnya jadi takut belanja di tokped,negatif

471,  mimin istirahat juga ya,positif

472, min aku menang hah yaallahhhhh,positif

473,aku baru online lagi aku sakit gegara rep banya banya buat dapetin iphone dari tokped nyatanya rezekiku dtg dari  yaallah ya rahman ya rahim makasiii atas nikmat rizki yang tidak terduga ini,positif

474, udah ketemu kok min tks ,positif

475,setuja banget gw juga selalu lihat reviewnya toh sekarang banyak yang review pakai foto jadi pinter kita juga kalo mau beli jangan kebawa nafsu hanya masukan,positif

476,  knp via dm semestinya open agar konsumen paham permasalahannya dimana bukankah korbannya tdk hanya seorang,negatif

477, udah ngetag  dan proses hukum aja klean baru bantu tadi ngeyel siuntung,negatif

478,  ga usah dman dah langsung aja di banned tuh toko,negatif

479,rt  store yg dibeli pun followersnya cuma  loh wkwk masa bisa g,netral

480,halosaya mau cekot barang tapi mau recheck sebelum payment terkait alamat yang diinput itu sudah benar atau belum tapi bingung nih ceknya di mana any suggestion,netral

481,sepertinya  maret  jam  akan terlewat begitu saja sampai saat ini hasil pengecekan barang masih di ss tambun belum bergeser ,negatif

482,keliatan seller tempel sticker di atas tgl expired asli font beda pula,negatif

483,  ini gue jg ada nih masalah barang kw bsa dibantuin gk yah,netral

484, hai  mohon diluruskan saya beli obat dengan layanan  best bayar harga sicepst best olus asuransi kok bisa paketnya jadi siuntung ini maksudnya giman yang tindak pidana penipuan siapa ya biar saya enak nuntutnya ,negatif

485,  kami memahami kami menyayangkan kami menyesalkan satu lagi apaan dah lupa,negatif

486,eh cara taunya gimana dong itu kak cara tau kalo expired,netral

487,ga gercep lo ah payah ,negatif

488,  toped gimana nih  tanggung jawabnya ,negatif

489,  tokped mah cari untung mulu ga mau melindungi hak konsumen ya kan  ,negatif

490,store yg dibeli pun followersnya cuma  loh wkwk masa bisa gak seaware itu sih lagi pula kan bisa dihold dulu dananya sebelum dilepas ke sellernya,netral

491,shoppe jg sama hdd external ternyata flashdisk,netral

492,yang penting murahpenjualan banyak wqwq ya gapapa namanya juga kurang teliti bisa jadi pelajaran banyak pihak,netral

493,min toko film sinar dvd ditutup kira ada apa ya  ,netral

494,  hayo lo be carefull tokped ada shopee dan blibli lho,netral

495, jarang ga puasnya sih di tokped mostly atau bahkan semua sejauh ini selalu kasi bintang  apalagi  yang gercepnya sangat  ga pake platform oren karna ui nya sampah banget ,positif

496,orang gaada yg belajar dari review,positif

497,udah ada mekanisme komplain kok klo barang diterima jgn diselesaikan,positif

498,ini hitungannya sudah termasuk tindak pidana penipuan kan dan pihakkalau terkesan membiarkan sellernya bisa di anggap membiarkan kejahatan terjadi ,negatif

499, produk memasuki masa tenggang kenapa ya saya sudah jualan di tokopedia sudah tahun baru ini ada notif produk masuk masa tenggang padahal produk tsb baru saja kosong bisa saya dm,netral

500,rt pernah saya pengaduan pembelian obat sudah expired tgl diganti solusi yg ditawarkan toped cuma r,negatif

501, saya mau dibatalkan sekarang,negatif

502, benar saya beli brg kdg  setelahnya baru dibuka palagi jaman covid gini saya ajwmue dulu  minggu cc  dll,netral

503,  ini ga bisa di remove aja ya ekspedisi dari program bebas ongkir balikin ke sicepat aja paket saja lelet bgt,negatif

504,  ga jelas neh toked,negatif

505,  bisa direport ga sih tokonya dari aplikasiklo bisa yah kita report rame ajadah banyak kayanya korbannyadari tokped belum ada tindakan,negatif

506, gak ada kendala saya cuma ikutan aja wkwkwkwkk,positif

507,  pernah saya pengaduan pembelian obat sudah expired tgl diganti solusi yg ditawarkan toped cuma retur obat dan saya dapat refund lha kalo saya retur seller bisa jual ke org lain lah gada follow up sampe skrg seller penipu masih jualan ga tau kl ada obat expired dijual lg,negatif

508,  kalau habis dicek dari tokopedia bakal blokir toko orangnya no telponnya dan sekaligus melaporkan ke polisi kah kalau bisa kaya gini buyer pasti akan merasa aman belanja onlen,netral

509, cc  min tolong ditelusuri y,netral

510, makin lama makin gk bener aja chat di tokopedia nunggu balasan chat sampe  jam keburu customer mengambil tindakan sendiri ibaratnya kalau orng lagi kritis udh meninggal dulu baru kalian tolong ,negatif

511,  poham paham kalau paham ganti barangnya sebagai bukti  serius ntar ada tagar uninstaltoped baru ngehek,negatif

512,  wadoooohhhh kok ngeri banget ini ,negatif

