id,fulltext,label
280,sudah coba komplain via tokopedia care tapi tidak ada yg pas kayak ngomong sama robot sudah komplain email juga ke anteraja sama belum ada solusi,negatif

281,lha memang nya sendiri aplikasi tipu dia tarik uang komisi dari merchant tapi ngemplang cash back dengan alas langgar yang buat buat dan tidak pernah bisa bukti,negatif

282,halo min kami dr toko family care official cust komplain pesan belum sampai fitur tombol pilih solusi tidak muncul jadi kami tidak bisa respons mhn bantu,negatif

283,nama tapi ngga care,negatif

284,terimakasih atas responnya min,positif

285,lha memang nya sendiri aplikasi tipu dia tarik uang komisi dari merchant tapi ngemplang cash back dengan alas langgar yang buat buat dan tidak pernah bisa bukti,negatif

286,saya ada kendala saat laku ubah nomor hp karena nomor lama sudah tdk aktif saat proses verifikasi data diri selalu tolak saya sudah coba foto pakai ktp kartu mahasiswa sim selalu tolak apa yg harus saya laku terimakasih,negatif

287,saya mau check out di aplikasi tapi selalu eror pas pilih bayar mohon bantu nih,negatif

288,bisa tolong di respon lagi ya kak dm nya terimakasi,positif

289,beli paket data simpati kenapa gagal trus y,negatif

290,kak kita ada promo ya cashback ayo belanja sekarang voucher batas loh,positif

291,dear admin toko saya di tokopedia belum belum pernah transaksi dengan kurir wahana pagi ini saya dapat pesan dengan kurir wahana dan ketika saya antar saya minta untuk bayar biaya kirim apakah mekanisme untuk wahana memang begitu mohon info,netral

292,halo min tolong cek dm ya saya ada kendala kena transaksi saya,netral

293,fungsi tukar tambah hp nya lagi trouble ya saya dah coba di hape tiap abis selesai cek fisik dan dapet harga nya selalu balik ke minta no imei lagi,negatif

294,min kapan ada promo pulsa lagi,netral

295,min point cashback bayar tagih indihome blm masuk cek dm ya,negatif

296,min banner yg tuju ke hal lihat semua promo sekarang ada dmn yako di hal utama ga muncul,negatif

297,mohon bantuanya no pesan cari driver grab express segera,netral

298,mohon bantuanya no pesan cari driver grab express,netral

299,halo jujuurr neng bsnget belanja di tempat aplikasi enak dan semua ada semua bisa tp plis banget bisa gak utk yg bebeas ongkir gak usah pake kayak kurir anteraja kirim paket pake jalan kaki deh,negatif

300,dm ya mo konsul kait retur barang,netral

301,rt cc dulu hampir tipu jg soal ginian komplain tp gak tanggap jg hati aja beli brg aksesoris ke,negatif

302,kok cashback saya gk ada yg masuk dr kemaren,negatif

303,iya nuangis,negatif

304,bisa saja trjaditrmsuk nekat bila ketahuankrna dia punya toko pasti bakal dikomplen di datangin dan bisnis bisa runyam untk lindung konsumen hrs krja sama dgn aparat hukum,negatif

305,paksa blacklist dari opsi jasa ekspedisi kalo gin mah kapok sudah banyak alam dari dulu gaada improvement maaf yaa,negatif

306,nunggu telepon dan proses baru responsif imm kemarin aing gitu paket sekaligus lgsg digercepin,negatif

307,saya barusan bayar listrik lewat tokopedia pakai kode promo dgtoped lgs pilih di form bayar ivrxxiiii imingnya sih dpt cashback rb an nyata hanya perak gmn topedkok gitu sih,negatif

308,ya sama saya juga ikut latih baking world sertifikat gak di setor ke prakerja burik emang,negatif

309,parah punya gua juga ga dibales nyata sempetnya bales yg ga penting makan gaji buta ini mah,negatif

310,kenapa pm saya tidak balas dari kemarin,negatif

311,cc dulu hampir tipu jg soal ginian komplain tp gak tanggap jg hati aja beli brg aksesoris kek hdd dll jgn ktipu harga gak wajar,negatif

312,padahal kaya standar ya bukti bukti transfer atau video pas unboxing,negatif

313,silah anda lihat kenapa saya mohon untuk di kembali sepatu bola nike phantom vsn size yg saya beli pd tgl maret via tokopedia dgn nomor,negatif

314,sudah saya dm kak prilly,positif

315,aku baca sampek muter hp makasih min semangattt jugaa yaa,positif

316,minta lampir bukti kok bilang ga make sense lah gimana tho nama komplen produk ya hrs ksh bukti lah alam gw dg sih bgs ya wkt mrk handle komplen gw kirim foto dan video yes sbg bukti kan gw komplen beneran bukan rekayasa atau titip,positif

317,hi saya ada kendala klaim ketidaknyamanan layan sudah lebih dari hari kerja dianggurin premiro nih sudah saya email sejak tanggal februari,negatif

318,tolong dong bantu masalah saya ini ada solusi soal dari pihak sama sekali ga peduli sama konsumen,negatif

319,cek dm mana gratis ongkir nya,negatif

320,saran buat yang kayak gin kurang rangin lah kalau perlu larang sekali biar event seru seru kayak mysteri box gin cuma boleh ada pihak tokopedia langsung misal ngeliat testinya sih jelas bau bau curang,negatif

321,dan makasih min juga cek ya,netral

322,tolong bantu min resi dan nomer pesan ini nomer hp terima minta ganti karena salah soal status dpengiriman kembali terus nomor sudah saya info ke si cepat tolong bantu proses,negatif

323,umkm wajib tahu tokopedia ungkap tren dan peluang bisnis ada kopi lokal dan madu,positif

324,sudah di reply ya kak segera di ya kak,positif

325,ko dm sy ga d bls yaaa,negatif

326,malah balesin yg kek gin cek dm,negatif

327,min istri saya share brosur diskon tambah daya pln kalau belanja di tokopedia lha saya nyari di aplikasi kok kaga nemu bijimane ini min,negatif

328,mimin min yoongi ultah niii,positif

329,lemahampruginya kalo beli apaapa online ya gin kalo ada masalah dalam kirim harus tunggu di dulu belum lagi nunggu dr via tokped respon komplain,negatif

330,ngga nemu ngga nemu langsung skip,netral

331,bisabisanya paket hilang ,negatif

332,aamiin makasih minto walaupun ritme secepet yg lain selagi ada progres why not,positif

333,wkwkwk hampir gak ketemu tulis putih,netral

334,hai min terima kasih info snagat bantu sekali,positif

335,mimin juga semangat yaa besok aku uji mapel moga bisa kerjain soal dan nilai muas mimin semangat terus kerja,positif

336,rt ada pesan rahasia mimin punya pesan rahasia buat kamu di gambar ini rt dan reply kalau kamu bisa temu pesan,netral

337,rt dear manajemen tokopedia mohon sekira bantu prihal proses kembali dana dengan transak,netral

338,ku tuju minn ayo giveaway lagi,positif

339,bantu ngedoain yg ikut aja,positif

340,dear mang jabat bpkn badan lindung konsumen nasional republik indonesia mohon sekira bantu prihal proses kembali dana saya sbg konsumen yg transaksi online dgn seller atas perhati saya hatur terima kasih,netral

341,dear manajemen tokopedia mohon sekira bantu prihal proses kembali dana dengan transaksi nomor saya bagai beli juga hak atas refund yg sudah sesuai dgn uu kuhperdata thx ur attention,negatif

342,lah mana dmnya,negatif

343,ada yang tau gimana cara kembali tingkat percaya toko di tokopedia kemarin karena gagal kirim paket pengaruh banget ke performa toko tokopedia belanjatokopedia tokopediaxbts,negatif

344,min top up brizzi kok gamasuk saldo aneh,negatif

345,rt target jual tahun ini harus lebih tinggi dari tahun lalu ada yang punya prinsip itu seller belum susun str,netral

346,parah hai para seller marketplace e commerce jangan ada yg pakai jasa ekspedisi ini lagi ganti nama saja dari anteraja jadi entaraja,negatif

347,hallo min ini akun tokopedia knpaa yaa masih saya guna tp ko dinonaktifkantolong gmna cara supaya akun saya balik,netral

348,min cashback ovo saya kq belum masuk min transaksi sudah selesai,negatif

349,sudah aju batal tapi salah pilih harus refund dana kalo saya batal komplain dana masuk ke jual atau saya bisa aju batal yang ke atau gmn cara supaya sy bs jadi refund batal thx,negatif

350,sy pilih kirim reguler intraisland dan ongkir asli cm rb tapi kok di daftar biaya mas tetep rb,negatif

351,halo saya topup saldo emoney lalu aplikasi sudah bayar lalu mbca tapi kok ga bisa update saldo ya,negatif

352,sedih lah gagal terus update saldo brizzi di padahal udah versi baru tapi slalu muncul tulis ini padahal di aplikasi lain kartu baca,negatif

353,bodoh gw hari ini ganti no di tokped krn no tlp nya angus padahal ada saldo tokped dana rb min bisa di bantu ga min histori belanja ilang semua juga pulaa tau gitu ga baharu no tlp,negatif

354,tanya bisa gak retur barang dgn gosend nanti input no resi minta ksh no udah di kasih jawab malah bikin emosi heran,negatif

355,kadang rasa begok sendiri kalo ngomong sm admin cs mode gin,negatif

356,min respon dm dana klaim masih blm masuk ya,negatif

357,kalo searching barang di tokopedia sekarang sudah ga ada opsi filter ya,negatif

358,byar panjang lewat bgm cara y,netral

359,kezelll ihhh udah bulan ga bisa update aplikasi tokped sekarang ga bisa buka gue uninstall eh pas di install lagi gak bisa itu kenapa sihhh padahal gue udh mulai pindah haluan dr toko belah,negatif

360,halo tokped baru kali ini ni saya kecewa sama kalian saya retur barang via grabexpress tapi ga bisa input no resi status malah langsung otomatis selesai dan bayar kirim ke jual percuma aja dong ya retur tapi sy ga dapet kompensasi apa,negatif

361,oh iya kak kami sangat mohon bantu segera,netral

362,min tanya dong itu buyer nya udh bayar blm ya,netral

363,terima kasih sudah ingin bantu,positif

364,hi min kolom review produk sudah kembali muncul kembali tadi sempat hilang makanya saya bingung trims,positif

365,thankyou buat bantu meski saya ribet tetap di layan sepenuh hati,positif

366,halo saya mau checkout pilih kirim kok gak bisa ya tulis gagal muat sila coba lagi sudah saya coba ulang tetep begitu,negatif

367,untuk ubah no hptlpn di akun kita bagimna cara nya min mohon bantu tokopedia tokopediasaja,netral

368,min klo mau masuk ke tokopedia web kan login tuh kok aku gagal terus ya ga nerima notifikasi ke no hp daftar udah ulang kali coba jg,netral

369,iya di web jg ulas kosong gimana mau beli barang ga ada ulas,negatif

370,pmo itu apa ya min terus ini arti saya cuma nunggu aja kan ya dan tinggal tunggu link survei juga course yang saya ikut sudah selesai tapi status masih aktif bukan selesai pada dashboard,negatif

371,punya mas gitu juga gabisa cek ulas,negatif

372,halo saya mau request pick up kenapa gak bisa yah,negatif

373,halo min lihat daftar transaksi di aplikasi tokopedia ada di mana ya oya saya pakai android,netral

374,cek dm dong min saya mau beli latih baru masih ke hambat nih,negatif

375,oke makasih ya min hwaiting,positif

376,halo ini bagi review produk di aplikasi kok hilang ya,negatif

377,ekspedisi sampah masa iya dari jakarta ke cikarang hari kerja ngapain aja gimana ini solusi nyesel gue pake ekspedisi entar aja kalau pake hari sabtu udah datang nie,negatif

378,itu cepet kelarin ya masalah,negatif

379,ok terimkasih kak,positif

380,halo sobat mohon maaf atas ketidaknyamannya informasi dari tim bahwa nomor pin yang maksud adalah seluruh nomor imei hp lama milik sobat sila laku kembali transaksi ambil di toko indomaret yang sangkut terima kasih,positif

381,tetapi jauh ini terima kasih banyak buat tokopedia care buat yang sebelumsebelumnya karena sudah bantu saya buka kembali akses akun saya,positif

382,jauh ini hanya tunggu kembang atau kabar dari status transaksi saya yang sudah bulan tidak ubah status nya karena transaksi sebut guna cod cash on delivery tetapi tokopedia care memberitahu bahwa saya tunggu sampai ada kabar lebih lanjut,negatif

383,maaf barusan saya dapat notifikasi sms dari tokopedia bahwa account saya lagi di recovery lama xjam dan tidak bisa guna kl mau guna hrs guna no hp apkh betul dari toped resmi terimakasih,netral

384,biasa di tengah foto produk dan dan nama toko kan ada kolom ulas,netral

385,ni gimana jawab beneran ga bisa ngecek ulas lagi kita,negatif

386,ini lagi errorkah kok ulas semua barang ga bisa lihat di hp,negatif

387,komplain udah hari ga kelarkelar nih di diskusi ga dibales,negatif

388,withdrawalnya kudu nunggu brp lama ya min dari jam sampe sekarang blm masuk di rekening juga,negatif

389,min kenapa tokopedia saya gak ada diskusi produk ya,netral

390,mana kak blm ada di dm saya,negatif

391,min gmn cara dpt bebas ongkir d toped sy sdh pilih toko yg pk logo bebas ongkir n pilih kirim anteraja tp kok di daftar biaya ongkirnya mas utuh,negatif

392,min klo tulis pesan batal oleh cs tokopedia itu kenapa ya,netral

393,saya sudah selesai latih luarsekolah pihak lembaga sudah ngirim sertifikat ke tokopedia sejak tanggal namun sampai sekrg sertifikat blum mncul di dasboard pdahal saya sudah beri ulas di tokoped ada solusi,negatif

394,lagi eror ya kok ulas tiap barang jadi ilang semua,negatif

395,positifakai twitter enak bener buat minta bantu apabila ada kendala dalam aplikasi dan minta pesan maupun adu lapor,positif

396,dear mohon bantu di aplikasi tokopedia seller status nya extended mohon selesai terimakasih,netral

397,lapor terus terus bagaimana apakah si seller wajib bertanggungjawab apa uang buyer kembali seller dibanned dll musti jelas dong,negatif

398,min sy aju kolpen hadap barang sy waktu yg beri sama tokopedia care sdh habis tapi blm ada tanggap dari tokopedia care tolong bantu,negatif

399,karena isi kirim adalah obat dan lalai in telah buat nyawa kerabat saya jadi ancam saya tuntut agar agen yang dengan enak ubah layan dapat sanksi harus,negatif

400,sambung tuntut saya no resi no lapor twit sesuai bukti lampir agen sicepat matraman tanpa tahu atau seijin saya yg bayar layan best telah ubah layan jadi layan reguler,negatif

401,halo pesan sudah sampai di tempat gua udah x datang tp ga bisa ambil tuh brg gua tau harus pake pin cuma ga ngasih notif pin tuh gimana dong,negatif

402,min aku barusan bayar pesan di tokped jt uang uda masuk dan pesan batal pihak ama tokped kata uang kembali realtimesampai sekarang belum balik uang,negatif

403,min tlg bantu dong ini knp beli voucher belanja gk bs guna udh chat seller nya gk da balas klu kyk gni rugi beli vocer tp gk bs dipake belanja,negatif

404,halo tadi abis bayar indihome lewat tokopedia tapi status tulis nya tunggu konfirmasi operator itu maksud apa ya,netral

405,karena feedbacknya cepat dan baik ku delete yah min komplain tweetnya,positif

406,iyaaa pasti buat kaya gin supaya meminimalisir curang sekadar saran dan saya yakin sih tokped pasti bisa buat mesin yang mungkin ubah nama produk harus penuh persentase mirip sekian persen dengan nama produk lama untuk meminimalisir curang,positif

407,toped mesti bisa lebih tegas tangan hal ini agar kelak tidak jadi hal rupa di masa datang,netral

408,halo selamat siang saya mau retur barang ke jual apakah jasa ekspedisi yang guna harus sama dengan yang belum yang guna oleh jual mohon bantu terima kasih,netral

409,min kalo kirim via gojek jam brp sampe jam brp ya,netral

410,ngeri kali yaa bagai seller tokped w rasa ini perlu ditindaklanjuti sama,netral

411,admin amp payah nih ga respon minggu paket ga gerak payah kapok ga lagi pake jne deh,negatif

412,adik saya beli barang kirim bukan ke alamat sampe skrg udh tahun gak jalan kasus pdahal untuk anak sd rb banyak dan komplain kali cuma bilang di proses doang,negatif

413,saya mau pindah acount dengan email yang sama bagaimana cara,netral

414,harus klo byk konsumen yg ngasi bukti fotovideo klo toko nipu lgsg ngebekuin akun jual sbg hukum krn rugi konsumen amp nama baik tokopedia,negatif

415,siap min,positif

416,yuhuu min mo nanya dongs kok w ga bisa pake voucher kesbek nya yak kenapa yak,netral

417,cek dm dong min ada butuh bantu nya thx mau proses pesan tp gabisa,netral

418,hai mhn abai twit atas barusan sudah bisa terima pesan tks ghosting,positif

419,tolong cek dm susah bgt hubungin tokped tu,negatif

420,min nanya ya kalau ada org beli pake kode kupon kor itu kode kupon apa ya referal ya,netral

421,sudah ya min,positif

422,ini kenapa dibatalin si lah rugi saya dong kembali hari kerja trs saya ga bisa transaksi lagi,negatif

423,padahal barang sudah sesuai sepakat karena ini barang second,netral

424,hai mimin ini mau ngeluh nih jadi barang udah di kirim dan sampe tuju tapi si beli ga ngekonfirm dan malah minta refund terus barang langsung jual di aplikasi lain,negatif

425,mohon bantu untuk syarat dan tentu walk in question di tokopedia care please respond asap,netral

426,min gimana nih pesan saya blom nyampe jual nya dichat gak jawab tolong bantu jawab donk min,netral

427,hallo min kalau sudah selesai latih dan sertifikat di mitra sudab keluar lalu sudah beri ulas di tokopedia juga arti tinggal nunggu sertifikat muncul di dashboard prakerja ya,netral

428,min info cara beli kelas prakerja di tokopedia dong thanks,netral

429,pagi kemarin saya alami gagal saat transaksi emoney di aplikasi tokopedia,negatif

430,saya jg guru beli eagle eucalyptus di waktu awal januari datang begini dengan kurir sudah lapor ke jual jual kata sudah ke dari kata sudah lapor ke tapi gak ada tuh ganti,negatif

431,min saya udh dapet sertifikat dr latih tp knpa belym muncul di dashboard ya mohon cerah,netral

432,saya juga pernah dibohongin di toped barang yg tawar beda dg yg kirim ngga tega mo laporin rugi saya kecil,netral

433,hallo call center tokopedia berapa ya saya tlp tidak bisa hubung bisa cek dm saya makasih,netral

434,maaf min udh hijrah kite,negatif

435,oke baik lanjut dm,positif

436,estimasi tiba tgl atau paling telat hari nenetralapi cek resi paket masih dijakartaagar dapat tindak lanjutithx,netral

437,rt kudu tokopedia juga turut bantu dengan lapor kasus tipu ini ke polisi karena tr,positif

438,bagus langsung pap toko nya bakal di takedown sama toped cuma butuh bbrp review yg berat video pas unboxing utk bukti lihat dengan jelas data kirim toko mslh toko fiktif aja bisa take down masa toko tipu ga bisa,positif

439,sudah saya balas tolong direspon,netral

440,kacau tokped harus nya toko yg nakal di blacklist lah koq malah balik jual adalah raja,negatif

441,nanya teknis perihal promo ekspedisi,netral

442,makanya bilang sama boss di sana jangan main kotor kalau mau jadi no di indonesia trik basi di mainin terus akhir karma kan loe,negatif

443,min ada kontak tokopedia untuk tanya kait sertifikat prakerja gak,netral

444,bingung harus lapor gimana lagi beli via tokopedia dan anter aja udah hari ga sampe padahal bekasibogor ada yg bisa bantu,netral

445,dear admin saya seller lapak buku bagus tolong bantu cek cair dana saya kemarin ke bank btn apa sudah hasil,netral

446,tolong dong kode voucher sy,negatif

447,hallo dm nya gk masuk,negatif

448,udah bisa makasih,positif

449,ovo lagi error kah ga bisa muat layar pin,negatif

450,belum ada dm masuk,negatif

451,selamat pagi ka ini kenapa kode voucher prakerja saya tidak bisa di guna sudah x jam padahal copy paste tpi salah terus,negatif

452,wahh ini tokopedia bahaya ini seller bodong di pelihara harus nya kalau dapat seperti ini langsung responsif donk dan langsung tutup toko nya ini nama biar yang rugi beli,negatif

453,lapor janji x jam namun sudah minggu belum beres,negatif

454,hia mau ubah nomor hp krn ilang tp ga ada pilih nomor saya sudah tidak aktif pas mau verifikasi nomor hp kaya screenshot yg ini tokopedia care yg di app jg djawab bot jawab salah jg tlg dbantu ya butuh cepat thanku,netral

455,tokopedia tanggung jawab gak yg ginian,negatif

456,min saya aju batal tp blm direspon sama jual minta tolong batal by sistem aja oleh tokopedia,netral

457,apa tokopedia udah mulai ada seller dari luar negeri tau saya baru lajada jedeaidi dan syopi yang ada seller luar negeri,netral

458,rt tidak kalian tidak paham,negatif

459,hi min cek dm ya perihal keluh cashback ovopoints tagih no hp pascabayar thank u,netral

460,iya peduli konsumen dong klo mau jadi no,negatif

461,dm mana ya drtd saya cek belum ada apa di user tokped atau email atau apa ya,negatif

462,klo lewat dm publik gak bakal tau salah system lu jadi sy akan terus angkat masalah ini sampai public tau ikut sy kasih screenshot jawab yg beri dan jawab sy jg,netral

463,di tangan dengan cara yg itu saja ya mau liat data yg alas penting internal saja gak perlu jalur hukum kan klo hanya untuk liat data,negatif

464,saya orang seller bagaimana cara aktif opsi kirim kurir toko,netral

465,maafyaaa min makasiiii bgt min buat doa yaaa akhir ngerasain menang giftcard dan ini yg pertama kaliii dapet luvyuuu min,positif

466,blum lama juga guna fasilitas bantu dan resolusi hasil muas tipu kena jg koq cuma sayang jual yg product knowledgenya gak lengkap akhir gw cari jual lain,positif

467,halo kak saya beli obat dengan layan sicepat best kirim tgl maret dari jkt krn paket blm dtg hari ini sy tanya ke sicepat jawab paket saya pakai layan siuntung detail di dm mohon klarifikasi terima kasih,netral

468,sikap tegas donkkalo udh dpt kasus begini atau curang lain langsung di banned tokonyajgn cmn didamaikansaya pernah ngalamin meski masalah beda dan nyata curang tokonyanetralp hukum cmn retur dan balikin dana,negatif

469,kudu tokopedia juga turut bantu dengan lapor kasus tipu ini ke polisi karena transaksi pake sistem tokopedia,negatif

470,gan apakah sudah dapat solusi dari tokped ane salah satu langgan nya juga soal jadi takut belanja di tokped,negatif

471,mimin istirahat juga ya,positif

472,min aku menang hah yaallahhhhh,positif

473,aku baru online lagi aku sakit gegara rep banya banya buat dapetin iphone dari tokped nyata rezeki dtg dari yaallah ya rahman ya rahim makasiii atas nikmat rizki yang tidak duga ini,positif

474,udah ketemu kok min tks,positif

475,setuja banget gw juga selalu lihat reviewnya toh sekarang banyak yang review pakai foto jadi pinter kita juga kalo mau beli jangan bawa nafsu hanya masuk,positif

476,knp via dm mesti open agar konsumen paham masalah mana bukankah korban tdk hanya orang,negatif

477,udah ngetag dan proses hukum aja klean baru bantu tadi ngeyel siuntung,negatif

478,ga usah dman dah langsung aja di banned tuh toko,negatif

479,rt store yg beli pun followersnya cuma loh wkwk masa bisa g,netral

480,halo saya mau cekot barang tapi mau recheck belum payment kait alamat yang diinput itu sudah benar atau belum tapi bingung nih cek di mana any suggestion,netral

481,seperti maret jam akan lewat begitu saja sampai saat ini hasil kece barang masih di ss tambun belum geser,negatif

482,liat seller tempel sticker di atas tgl expired asli font beda pula,negatif

483,ini gue jg ada nih masalah barang kw bsa dibantuin gk yah,netral

484,hai mohon lurus saya beli obat dengan layan best bayar harga sicepst best olus asuransi kok bisa paket jadi siuntung ini maksud gim yang tindak pidana tipu siapa ya biar saya enak nuntutnya,negatif

485,kami paham kami sayang kami sesal satu lagi apa dah lupa,negatif

486,eh cara tau gimana dong itu kak cara tau kalo expired,netral

487,ga gercep lo ah payah,negatif

488,toped gimana nih tanggung jawab,negatif

489,tokped mah cari untung mulu ga mau lindung hak konsumen ya kan,negatif

490,store yg beli pun followersnya cuma loh wkwk masa bisa gak seaware itu sih lagi pula kan bisa dihold dulu dana belum lepas ke sellernya,netral

491,shoppe jg sama hdd external nyata flashdisk,netral

492,yang penting murahpenjualan banyak wqwq ya gapapa nama juga kurang teliti bisa jadi ajar banyak pihak,netral

493,min toko film sinar dvd tutup kira ada apa ya,netral

494,hayo lo be carefull tokped ada shopee dan blibli lho,netral

495,jarang ga puas sih di tokped mostly atau bahkan semua jauh ini selalu kasi bintang apalagi yang gercepnya sangat ga pake platform oren karna ui nya sampah banget,positif

496,orang gaada yg ajar dari review,positif

497,udah ada mekanisme komplain kok klo barang terima jgn selesai,positif

498,ini hitung sudah masuk tindak pidana tipu kan dan pihak kalau kes biar sellernya bisa di anggap biar jahat jadi,negatif

499,produk pasuk masa tenggang kenapa ya saya sudah jual di tokopedia sudah tahun baru ini ada notif produk masuk masa tenggang padahal produk tsb baru saja kosong bisa saya dm,netral

500,rt pernah saya adu beli obat sudah expired tgl ganti solusi yg tawar toped cuma r,negatif

501,saya mau batal sekarang,negatif

502,benar saya beli brg kdg telah baru buka palagi jaman covid gin saya ajwmue dulu minggu cc dll,netral

503,ini ga bisa di remove aja ya ekspedisi dari program bebas ongkir balikin ke sicepat aja paket saja lelet bgt,negatif

504,ga jelas neh toked,negatif

505,bisa direport ga sih toko dari aplikasi klo bisa yah kita report rame ajadah banyak kaya korbannyadari tokped belum ada tindak,negatif

506,gak ada kendala saya cuma ikut aja wkwkwkwkk,positif

507,pernah saya adu beli obat sudah expired tgl ganti solusi yg tawar toped cuma retur obat dan saya dapat refund lha kalo saya retur seller bisa jual ke org lain lah gada follow up sampe skrg seller tipu masih jual ga tau kl ada obat expired jual lg,negatif

508,kalau habis cek dari tokopedia bakal blokir toko orang no telpon dan sekaligus lapor ke polisi kah kalau bisa kaya gin buyer pasti akan rasa aman belanja onlen,netral

509,cc min tolong telusur y,netral

510,makin lama makin gk bener aja chat di tokopedia nunggu balas chat sampe jam keburu customer ambil tindak sendiri ibarat kalau orng lagi kritis udh tinggal dulu baru kalian tolong,negatif

511,poham paham kalau paham ganti barang bagai bukti serius ntar ada tagar uninstaltoped baru ngehek,negatif

512,wadoooohhhh kok ngeri banget ini,negatif

513,ya karna gak mau ada rugi nya sama skali usaha besar gin cuman mau untung nya aja customer di korban pantesan bisa makin kaya pernah saya kenabarang gak lolos bea cukaimalah biaya ongkir saya gak di balikin cuman nilai barang aja aneh,negatif

514,saya udah lama ga beli dari tokopedia mending di dapus aja aplikasi,negatif

515,halo ini gimana ya kok pesan saya batal,negatif

516,akhir lgsg tutup akun seller di besok ratus pdgg yg mau buka pun kan sy printahkan utk tdk buka akun di toped namun ke market place lain spt atau lain gratis ongkir toped abalabal,negatif

517,wah la ini toko yang bikin rusuh grebek grebekk,negatif

518,kbijakan promo bebas ongkir itu abalabal transaksi berat lt kg trnyata beban ke pdgg gmana kalo transaksi berat produk gt kg bisa langsung buat bangkrut dagang jangan contoh oleh dll,negatif

519,rt nunggu viral dulu ya min,negatif

520,kenapa gercep karena kamu nomor satu,positif

521,snk bg seller yg atur oleh telah seller ikut berat produk plus packing pun sdh di buat lbh berat dr berat produk promo kirim jasa kurir sdh sesuai dg atur kecewa saja jika trjadi spt skrg,negatif

522,puas bgt dg layan kemaren beli di os si amp ada salah hargatransaksi gbs di cancel lg karna toko udh masukin resi kirim yg salah jd kudu nunggu hari biar ke cancel besok nya diemailin voucher cashbackthx toped,positif

523,belum ada dm untuk solusi bgmn hari sudah sore,negatif

524,muun maaf dg rekan bila di tl rekan full dg tokopediarugikanpedagang gmana mo ajak pdgg tradisional jual di marketplace spt bila potong saldo dana bisa sampe lbh dr tengah nilai transaksi beli blanja rb yg kembali rb,negatif

525,cuma ksh tahu tokopediarugikanpedagang tokopediarugikanpedagang tokopediarugikanpedagang tokopediarugikanpedagang tokopediarugikanpedagang tokopediarugikanpedagang tokopediarugikanpedagang tokopediarugikanpedagang tokopediarugikanpedagang tokopediarugikanpedagang,negatif

526,ini gimana cara bayar di pencet ga bisa cuma ada pilih batal transski,negatif

527,niat gk niat nie ekspedisi masa iya dari jakarta ke cikarang nyampe hari blum datang kemarin aja pake dari serang ke cikarang cuma hari gimana nie ekspedisi sampah ini d ajak kerjasama bikin kapok langgan,negatif

528,hi min di produk barang ada tulis bebas ongkir tp ketika pas pilih kirim bebas ongkir tidak sedia kenapa ya,negatif

529,tolong cek dm segera jangan kalah dengan yang punya cs super gercep,negatif

530,dear tolong bantu tanya di dm saya ya terima kasih,netral

531,yuk ikut,positif

532,sudah saya balas dm gak ada masalah dengan seler di toped ini masalah di anteraja dari tanggal maret barang tidak gerak di tambun,positif

533,akun beli yang niat jahat masuk di report nggak sama mimin masa sih jual aja yg mimin report,negatif

534,untuk ini bukan pertama kali saya guna jasa anda tapi ketika beda kurir tidak sedia angkat barang saya dengan alas dimensi sampai skrg kurir ganti tidak ada bagaimana,negatif

535,bosque tolong di cek kenapa saya gak bisa update saldo cek saldo pun gak bisa padahal belum topup bisa saya coba pake app belah bisa cek saldo,negatif

536,udah,negatif

537,jangan weekend minkadang tengah malam kalau pas lagi iseng eh nemu produk yang tarik amp perlu tanya udah langsung chat aja terus tinggal tidur trus besok bangun kalau sellernya bagus biasa udah ada reply nanti di inbox hehehheheheee,positif

538,min ada ngaku akun mu masa platform gede foll ny wkwk,netral

539,saya lokasi di manado beli barang di tokopedia filter yg ninja express kok ga muncul pilih pas checkout ya klo pake bisa apa di tokopedia sistem ninja expressnya rusak apa gmn udah tahun masalah ini,negatif

540,hallo min mohon cek dm terima kasih,netral

541,hey mas mas dan mbak mbak kenapa pesan bantu saya bom ada solusi tapi sudah tutup,negatif

542,percuma sudah di dm lambat respon,negatif

543,pagipagi ada yg mau ngasih handphone,positif

544,rt hasil bincang dengan sejak tgl feb adalah sampk bagi p poin pada awal komplen beli di p,negatif

545,hasil bincang dengan sejak tgl feb adalah sampk bagi p poin pada awal komplen beli di pusat resolusi adalah aromabau sudah jawab oleh dengan sampk bagi p poin harus masalah ini selesai,negatif

546,saya baru transaksi di tokped sms notifikasi dr bank hasil tp lsg ada pesan refund histori transaksi kosong jadi gmn ya,negatif

547,dear admin barang saya udah masuk hari empat gak ada progres padahal mau pakai buat usaha laundry saya tolong jelas dan selesai,negatif

548,cek dm dung,netral

549,cek dm ya kakak,netral

550,min nanya untuk verifikasi ubah nomor telp by phone bisa soal by system lama,negatif

551,sama kak aku juga gitu moga cepet proses ya kak sertifikat kita,positif

