id,fulltext,label
176,"@TokopediaCare Halo min, sya dah pake kupon mega cashback Produk Travel &amp; Entertainment, stelaha sya pake kuponnya masih tersedia di list kupon saya. apakah itu berarti kuponnya masih bsa sya pakai kembali?",netral
177,"@indahlestari1d1 @GOT_YOGYAKARTA @TokopediaCare Aku beres pelatihan dari tanggal 3 kak, belum juga masuk sertifikatnya, aduh gimana dong",negatif
178,@TokopediaCare Kalo pake browser gada bebas ongkir ya. Kan pake tokped biar ada itu min. Ada masalah kah di app nya ? Berasa lebih ribet https://t.co/DMQd83MFTm,negatif
179,@TokopediaCare kenapa sudah saya refresh keranjangnya tetep aja kuponnya ga mau masuk? Padahal sudah memenuhi syarat minimal pembelanjaan https://t.co/LHewMXRR5U,negatif
180,@TokopediaCare Terimakasih min,positif
181,@TokopediaCare  bales dong DM saya minnn,negatif
182,"@TokopediaCare  min min, kenapa permohonan penggantian nomor saya ditolak, nama akun saya dengan KTP emang berbeda, karena itu cuma nama samaran",netral
183,@TokopediaCare Amiinn... Terima atas doanya min. Semoga tokopediq juga semakin lancar jaya 🤲🤲,positif
184,"@TokopediaCare kak mw tanya kenapa tidak muncul riwayat pembelian pelatihan yg menggunakan saldo prakerja di transaksi pelatihan? mohon bantuan kak
mkasih",negatif
185,@TokopediaCare Saya termasuk orang yang harus target lebih tinggi. Karena sudah dinanti sama kekasih ke pelaminan 🤭🤣🤣,positif
186,@TokopediaCare Belum ada DM min 🙏,negatif
187,"@blegedetz @TokopediaCare Sy mah yakinlah.. Itu jurus bim salabim nya buat ngeles, gak bakal muncul lg kupon2 om sampe basi malem ini.. 1000%..wkwkwk..",negatif
188,@TokopediaCare ini kenapa ya ? Jaringan atau koneksi saya lg bagus btw https://t.co/Cwils2TV60,negatif
189,"@alvinpermen @TokopediaCare Kehabisan modal gpp, tapi ya jgn hilangkan kupon yg didapat krn kita rajin belanja. Sia2 kan belanja di official store ngumpulin kupon diskon. Bertahap, jgn tiba2 bubar jalan. Mergernya dgn gojek pula bkn dgn grab. Kan mantul tuh kalau raja cashback n ratu cashback gabung.",negatif
190,"@GOT_YOGYAKARTA @kiminonanya @TokopediaCare Saya alhamdulillah udh keluar di dashboard kak, barusan saya cek. Memangnya kakak udah nyelesaiin pelatihan dri kapan? Ini saya dihari ke 6 baru keluar sertifikatnya di dashboard kak. Semoga punya kakak juga cepet keluarnya yaa 🙏",positif
191,@TokopediaCare Belum solved nih sampai sekarang. Kupon mega cashbacknya (yang harusnya hari ini terakhir masih bisa digunakan) masih tidak bisa diakses :/,negatif
192,@TokopediaCare lagi ada gangguan? setiap transaksi muncul web page not available,negatif
193,@TokopediaCare Udah di jawab,positif
194,@TokopediaCare Udh dibls min cek dm lg ya mksh,positif
195,@TokopediaCare min kok tadi sore dirumah saya dapet ini dari tokopedia &amp;  saya juga  gak belanja di tokopedia ? https://t.co/tiZbIIzLDP,negatif
196,@blegedetz @TokopediaCare Lagi kehabisan modal om... Yang beginian aj ngajak DM.. wkwkwk.. Doyan ngamar.. 😁🤦‍♂️,negatif
197,@Linebarrel84 @TokopediaCare Lagi kehabisan modal kayanya om.. 😁😀👎,negatif
198,@tokopedia hi kupon saya kok menghilang kalau sudah ganti hari bagaimana ini karena maintenance? Expire hari ini? @TokopediaCare,negatif
199,"@TokopediaCare min, program electrilife dari PLN itu gmn prosesnya  ?",netral
200,@TokopediaCare kak saya suda balas,positif
201,@tokopedia @TokopediaCare ini kupon nya maintenance sampe kapan ya? Kupon g pd ilang nih,negatif
202,berasa lagi di mall mall yg masuknya di batesin dan mesti antri karena peraturan psbb @TokopediaCare @tokopedia https://t.co/jwr57T4hNp,negatif
203,@TokopediaCare Makasih min,positif
204,"@TokopediaCare Dari ovo, ganti jadi gopay.",netral
205,@TokopediaCare min cb ovo ku ko ga masuk2,negatif
206,@TokopediaCare Ga membantu dah,negatif
207,@TokopediaCare  pengaduan saya no 25308020 sampai dimana progresnya ? Kok gak ada kabar....,negatif
208,"@TokopediaCare minta info nya, Kalo gak pernah login ke akun toko, otomatis tutup dalam waktu berapa bulan ya?",netral
209,@nuiineals888 @TokopediaCare Mana punya bbrp kupon megacashback yg mau dipakai hari ini krn expire hari ini. 😭😭,negatif
210,"@TokopediaCare terima kasih, tumben gercep.",positif
211,@blegedetz @TokopediaCare Iya sama nih kasusnya,netral
212,"@TokopediaCare Siap sudah saya balas, terima kasih",positif
213,@TokopediaCare Selamat malam. Pemeliharaan sistem di bagian kupon ini sampai kapan ya? Kupon cashback yang saya lingkari tidak ada di dalam kupon yang saya miliki. Mohon penjelasannya. https://t.co/qE8wpe1OQ6,negatif
214,"@AbdrrhmnL @tokopedia @TokopediaCare Gw sekeluarga udah ungsi semua ke lapak tetangga, online shop paling gak fair, sekeluarga tinggal 1 rmh, msg2 punya akun pribadi dan ud diverifikasi pake ktp, tiap x transaksi pake promo dijegal kesamaan data, mesti komplain dulu kaya ngemis aj baru dibayar, sistem gembeeel..!!!",negatif
215,"@TokopediaCare Halo min, kuponnya kpan bisa diakses lagi ya?",negatif
216,@ninjaxpress_id status pengiriman paket saya no TKNX729613926-0 bagaimana ya? Kok saya tracking hanya shipping di @TokopediaCare ?,netral
217,@TokopediaCare kok saya mau beli barang pake ovo sudah ga bisa? Efek merger ama @gojekindonesia ? https://t.co/lC9yceqlBL,negatif
218,@TokopediaCare sampe kapan main tenisnya min? Mau blanja jadi males nih.... Kalo tetep ga nongol  saya pindah ajalah ke tetangga oranye belanjanya. Kuponnya selalu ada... https://t.co/lr1Bmt0VXj,negatif
219,@TokopediaCare min ko cb ovo points aku ga masuk2,negatif
220,@TokopediaCare ovo udh ga bsa?,negatif
221,"RT @TokopediaCare: Mimin sih semangat terus, makasi yaa. 🥳
Ada yang udah muter-muter HPnya juga buat nemuin pesan rahasia dari mimin?",positif
222,@TokopediaCare pemeliharaan sistem sampe kapan ya? Mau pake kupon soalnya.,negatif
223,"@TokopediaCare mohon info email tokopedia untuk pengajuan sertifikat polis proteksi tagihan min, informasi dari Premiro, sertifikat tsb didapatkan dari Tokopedia, terima kasih.",netral
224,@anteraja_id Apakabar paket saya nih? @TokopediaCare tolong di bantu nasib paket saya..,negatif
225,"@TokopediaCare min ini kenapa, kupon saya kok hilang semua dan cuma disisain satu aja? Kupon saya harusnya ada 29, ketika dibuka kok cuma 1 doang. 😭 https://t.co/aIJml8QaRb",negatif
226,@TokopediaCare Cek dm min butuh bantuan,negatif
227,"RT @TokopediaCare: Udah cek info fitur Wawasan Produk dari mimin? 
Fitur apalagi yang kalian pengen bahas? Reply di sini yaa!",netral
228,@tokopedia @TokopediaCare Idol group tanah air dong,positif
229,"@TokopediaCare Belum ada kendala kakak... Cuma nanya saja, proteksi elektronik bisa mengcover kasus barang palsu apa tidak?",positif
230,@TokopediaCare kupon saya pada hilang kemana???? https://t.co/Ry1M7lwjhD,negatif
231,"@TokopediaCare OK, terima kasih Kak",positif
232,"Belanja @tokopedia bulan ini sungguh ugal-ugalan. Top quest selesai semua😂
@TokopediaCare https://t.co/DjLI3zLy7A",positif
233,"RT @TokopediaCare: Udah cek info fitur Wawasan Produk dari mimin? 
Fitur apalagi yang kalian pengen bahas? Reply di sini yaa!",positif
234,"Halo @TokopediaCare , ini kupon kok tidak bisa diakses ya?",netral
235,"@TokopediaCare tolong tanya, min saya order barang, terus pihak penjualnya nyuruh saya buat cancel orderan  karna pihak penjual ada kesalahan menginput stok barang. Saya pake voucher 20rb, kalo dicancel vouchernya hangus dong ???",netral
236,"@TokopediaCare Baru pada masuk min, thanks yak",positif
237,"@TokopediaCare selamat sore Tokopediacare yang terhormat, kok refund tiket pesawat lama sekali ya, sudah lebih dari 90 hari, saya refund nya tanggal 23 Desember 2020. Mohon penjelasannya",negatif
238,@TokopediaCare Woke sudah saya balas,positif
239,@TokopediaCare Yuk dus gemesnya buat persiapan Lebaran. Link toko cek profil ya 🥳✨ https://t.co/M4qI5x4OVR,positif
240,@TokopediaCare Min tolong diinvestigasi kembali inv 743934356 selisih ongkir selalu dengan @sicepat_ekspres dan pasti yg selisih pengiriman jauh2 alias luar kota.. padahal pake ekspedisi lain gk pernah kena selisih..,negatif
241,"@TokopediaCare min, ini kenapa pembayaran via ovo kok gagal memuat halaman terus ya?",negatif
242,@TokopediaCare min check dm nya.. Masa member diamond dicuekin 😄😅,negatif
243,positifaling males emang kalo komplen di olshop karena lama banget prosesnya dan ga bisa ditelpon juga cc @TokopediaCare,negatif
244,@TokopediaCare Dibereskan dulu permasalahannya baru kami hapus. Biar seller lain bisa lihat dan bisa lebih berhati-hati juga terhadap permasalahan ini,negatif
245,@TokopediaCare Sudah kami DM ke Kakak. Mohon segera dibantu @TokopediaCare,positif
246,@bapendajatim Selamat sore. Untuk cetak E-TBPKP ini ID pengesahan yg dituliskan yg mana ya? Di bukti pembayaran melalui Tokopedia @TokopediaCare tidak ada. Bukti bayar yg terkirim di SMS tdk sengaja terhapus saat mau cetak. Mohon dibantu. Terima kasih. https://t.co/DTmdvznU1e,negatif
247,@tokopedia @TokopediaCare Kupon pada ilang kenapa ya min?,negatif
248,INV/20210301/XXI/III/766531453 @TokopediaCare min saya kemarin refund orderan ini. Tp penggantian ongkir kirim balik barang nya kok blm masuk ya? Saya udah upload foto ktp,negatif
249,@korezako @TokopediaCare tolong temen saya ya min @TokopediaCare,netral
250,@TokopediaCare System Tokopedia memotong ongkir lebih besar dari seharusnya? Padahal beratnya sesuai 150gram @YLKI_ID @ojkindonesia https://t.co/teYmyf7mbw,negatif
251,@TokopediaCare @tokopedia Mau min,positif
252,".@tokopedia @TokopediaCare, ternyata bukan cuma saya yang pakai kupon cashback dan transaksi berhasil, tapi benefit dari cashback-nya belum masuk. Banyak nih, dan ini salah satunya yang terbaru. Tokped kok banyak problem sekarang. Mana investasi reksadana disitu pula lagi 🙃 https://t.co/LZGBiN5XAA",negatif
253,@TokopediaCare Setuju dong mintoooo 💚💚💚,positif
254,@TokopediaCare kalau daftar jd seller tp pakai nama perusahaan. Tetap hrs pakai ktp min? Ktp siapa?,netral
255,"@TokopediaCare slamat siang admin. pembayaran BSI ebanking blm tersedia di tokped ya ?? bank asal saya Mandiri Syariah, sudah pilih metode pembayaran ke mandiri syariah selalu gagal.",negatif
256,halo kenapa gabisa buka emas. gua nemu bug nih harusnya dapet duit hahaha @tokopedia @TokopediaCare https://t.co/zIvFxzeNgb,positif
257,"@TokopediaCare Saya kan seller, ini mau ngirim paket menggunakan tiki, apakah perlu membayar ongkir ke penyedia pengiriman apa tidak ya?",netral
258,"@TokopediaCare @TokopediaCare jawab via DM koq template banget ya, sudah di cek belum? Koq bisanya menyarankan saya aktif berdiskusi, ini tandanya Anda tidak cek langsung ke transaksi yang dimaksud.",negatif
259,min tokopedia ku kogaada fitur pop up yang muncul di screen hp walopun appnya gakebuka sih min @TokopediaCare,negatif
260,@TokopediaCare Min kok belum dapet cashback yak,negatif
261,@TokopediaCare hai min. Sy transaksi pembayaran CC dengan Tokopedia. Sudah menggunakan kupon Cashback. Pembayaran ada notifikasi selesai dr Tokopedia. Tapi ko cashback nya belum masuk ya? Biasanya langsung masukk,negatif
262,"Sy sdh menghubungi store VJComp via chat tapi tdk ada tanggapan.
@TokopediaCare Sy harap @tokopedia Tidak lepas tanggung jwb jg atas transaksi tsb, krn sy berhak menanyakan garansi pembelian brg tsb sesuai hukum berlaku https://t.co/zGnXniNLR7",negatif
263,@TokopediaCare INV/20210307/XXI/III/771993449 sudah 2 hari belum dikirim,negatif
264,"Sy mau nanya soal garansi VGA yg pernah sy beli di @tokopedia, krn 3 bln pembelian VGA ini sdh ga bisa connect ke monitor dgn semua output (HDMI,DVI,DP). Bukti video akan sy kirim. @TokopediaCare Invoice https://t.co/m5XawuxqnB dan https://t.co/4ai5PZwcPn (kekurangan pembayaran)",negatif
265,Hai min @TokopediaCare saya mau ngirim laporan tugas akhir penelitian mengenai Tokopedia nih. Ada alamat email yg bisa dihubungi ga?,positif
266,Halo @tokopedia @TokopediaCare kok cashback-nya belum saya terima ya? https://t.co/22aanmTKRl,negatif
267,@TokopediaCare kok skrg cashback transaksi ga pernah masuk ya? Pdhl pake kode voucher🤔,negatif
268,@KoboiBengek @TokopediaCare Mmg yg brand bro... Cuma KW... Gw pnh bl kek gt... Pas nyampe ditest speednya ktauan nih brg aspal... Lsg gw retur n report ke toped tp ya gitu deh... Gak ada pnindakan...,negatif
269,"@TokopediaCare Halo kak selamat siang. Saya pengen tanya, kenapa saya mau aktivasi ovo tidak bisa? https://t.co/2cZD1kxdOj",negatif
270,"@TokopediaCare min..kok belum dpt cashback ya..biasa 10 mnt sudah dapat loh..

Bgmn ini.. https://t.co/kRyjXIGmex",negatif
271,"@TokopediaCare Ok noted. Telkomnya masalah, pake telkomsel lancar. Makasih ya",positif
272,@TokopediaCare plissss read dm akuuuuu  😭😭😭😭😭😭,negatif
273,@TokopediaCare cara komplain barang belum sampai gimana ya kak?? saya beli dri tgl 5 INV/20210305/XXI/III/770196489 menurut tokopedi estimasi sampai paling telat tanggal 8 https://t.co/TQjUniXqvl,negatif
274,@TokopediaCare apakah cek out ovo via tokopedia app sedang masalah? https://t.co/UXWSv2h2YS,negatif
275,@TokopediaCare Maaf kak belum ada DM masuk @TokopediaCare,negatif
276,"@TokopediaCare min maaf mau nanya, kenapa gini terus ya pas klik pembayaran? https://t.co/TGNTjUm6zF",negatif
277,Dear admin @TokopediaCare hari ini liat promo cashback di apk tapi pas udah berhasil kok cashbacknya ngga langsung masuuk??? https://t.co/P4yT3VAgli,negatif
278,"@TokopediaCare Karena error nya ga bisa ketangkap dari 1 screenshot aja, video nya udah saya upload ke streamable dan saya kirim ke DM. Bisa dicek ya DM nya",negatif
279,"@TokopediaCare Selamat siang admin
Saya mau tanya bagaimana cara membuat akun Tokopedia yang baru karna akun yang lama sudah tidak bisa dibuka lagi dengan nomor hp yang sama",netral
280,"Sudah coba komplain via Tokopedia care tapi tidak ada yg pas, kayak ngomong sama robot. Sudah komplain email juga ke AnterAja, sama belum ada solusi. @TokopediaCare https://t.co/gR8zJI6I0s",negatif
281,"@akiqaw @tokopedia Lha memang 
@TokopediaCare
 nya sendiri aplikasi penipu, dia tarik uang komisi dari Merchant 1% tapi Ngemplang Cash Back dengan alasan pelanggaran yang dibuat buat dan tidak pernah bisa membuktikan!",negatif
282,"@TokopediaCare Halo Min, Kami dr Toko Family Care Official. Cust komplain pesanan belum sampai, fitur tombol ""Pilih Solusi' tidak muncul jadi Kami tidak bisa respons. Mhn Bantuan, INV/20210226/XXI/II/763747671 🙏",negatif
283,"@TokopediaCare @akiqaw Namanya TokopediaCare, tapi ngga care :(",negatif
284,@TokopediaCare Terimakasih atas responnya min,positif
285,"Lha memang @TokopediaCare nya sendiri aplikasi penipu, dia tarik uang komisi dari Merchant 1% tapi Ngemplang Cash Back dengan alasan pelanggaran yang dibuat buat dan tidak pernah bisa membuktikan! https://t.co/MKzowbHLIF",negatif
286,"@TokopediaCare saya ada kendala saat melakukan perubahan nomor HP karena nomor lama sudah tdk aktif. Saat proses verifikasi data diri selalu ditolak. Saya sudah coba foto pakai KTP, Kartu Mahasiswa, SIM, selalu ditolak. Apa yg harus saya lakukan? Terimakasih https://t.co/ltsgf4j6Ri",negatif
287,"@tokopedia @TokopediaCare saya mau check out di aplikasi, tapi selalu eror pas pilih pembayaran, mohon bantuannya nih.",negatif
288,"@TokopediaCare bisa tolong di respon lagi ya kak dm nya, terimakasi~~",positif
289,@TokopediaCare pembelian paket data simpati kenapa gagal trus y ?,negatif
290,"Kak kita ada promo ya cashback 
Ayo belanja sekarang voucher terbatas loh.....

@TokopediaCare @GrabID @jntexpressid @gojekindonesia @tokopedia https://t.co/Gj8mRR1Qxm",positif
291,"@TokopediaCare Dear Admin, toko saya di Tokopedia sebelumnya belum pernah transaksi dengan kurir Wahana. Pagi ini saya mendapat pesanan dengan kurir Wahana dan ketika saya antar, saya diminta untuk membayar biaya kirim. Apakah mekanisme untuk Wahana memang begitu? Mohon infonya.",netral
292,halo min @TokopediaCare tolong cek DM ya. saya ada kendala mengenai transaksi saya 🙏,netral
293,"@TokopediaCare fungsi tukar tambah hp nya lagi trouble ya.. saya dah coba di 2 hape, tiap abis selesai cek fisik dan dapet harga nya selalu balik ke minta no IMEI lagi",negatif
294,"Min, kapan ada promo pulsa lagi? @TokopediaCare",netral
295,"@TokopediaCare Min, point cashback pembayaran tagihan IndiHome blm masuk,  cek DM ya...",negatif
296,"@TokopediaCare min, banner yg menuju ke hal. “lihat semua promo” sekarang ada dmn ya?ko di hal. Utama ga muncul?",negatif
297,"@TokopediaCare
 mohon bantuanya no pesanan INV/20210309/MPL/1093102191, dicarikan driver grab express segera...",netral
298,@TokopediaCare mohon bantuanya no pesanan INV/20210309/MPL/1093046013 dicarikan driver grab express,netral
299,"halo @tokopedia @TokopediaCare jujuurr seneng bsnget belanja di tempatmu, aplikasi enak, dan semua ada semua bisa, tp plis banget bisa gak utk yg bebeas ongkir gak usah pake @anteraja_id kayaknya kurir anteraja kirim paketnya pake jalan kaki deh,",negatif
300,"@TokopediaCare @tokopedia 

Dm ya mo konsul terkait retur barang",netral
301,RT @Mun4fikunn: Cc @TokopediaCare... Dulu hampir ketipu jg soal ginian... Komplain tp gak ditanggapi jg.... Hati2 aja beli brg aksesoris ke…,negatif
302,@TokopediaCare kok cashback saya gk ada yg masuk dr kemaren?? https://t.co/sMrB8MhKxV,negatif
303,"@m_a_zaim @TokopediaCare @anteraja_id Iya 😭😭
Nuangis",negatif
304,"@FaizFaurizaR @akiqaw @yudhi_ulogeni @_W_T_T_ @tokopedia Bisa saja trjadi...trmsuk nekat bila ketahuan...krna dia punya toko pasti bakal dikomplen di datangin dan bisnis bisa runyam.
@TokopediaCare untk perlindungan konsumen hrs krja sama dgn aparat hukum",negatif
305,"@vijaybarney @TokopediaCare terpaksa blacklist @anteraja_id dari opsi jasa ekspedisi kalo gini mah 😔😔😔, kapok sudah banyak pengalaman 😔😔😔, dari dulu gaada improvement 😭😭😭 maaf yaa",negatif
306,"@TokopediaCare @m_a_zaim Nunggu ditelepon dan diproses baru responsif imm.
Kemarin aing gitu 😭😭😭 2 paket sekaligus lgsg digercepin",negatif
307,"@TokopediaCare saya barusan bayar listrik lewat tokopedia, pakai kode promo DGTOPED (lgs dipilih di form pembayaran), IVR/20210309/XXI/III/659549691, iming2nya sih dpt cashback 26rb an, ternyata hanya 5 perak... gmn toped...kok gitu sih?",negatif
308,@indahlestari1d1 @kiminonanya @TokopediaCare Ya sama. Saya juga ikut pelatihan baking world. Sertifikat gak di setor2 ke prakerja. Burik emang,negatif
309,@Jay_Pujay @TokopediaCare @Septia46765962 Parah punya gua juga ga dibales ternyata sempet2nya bales yg ga penting. Makan gaji buta ini mah,negatif
310,@TokopediaCare Kenapa PM saya tidak dibalas dari kemarin @TokopediaCare @tokopedia ?,negatif
311,Cc @TokopediaCare... Dulu hampir ketipu jg soal ginian... Komplain tp gak ditanggapi jg.... Hati2 aja beli brg aksesoris kek HDD dll... Jgn ktipu harga gak wajar... https://t.co/vhBiy5wEAg,negatif
312,"@Dian_Supolo @TokopediaCare Padahal kayanya standar ya buktinya, bukti transfer atau video pas unboxing.",negatif
313,"@tokopedia 
@TokopediaCare 
@BPKN_RI 

Silahkan anda lihat kenapa saya memohon untuk di kembalikan Sepatu Bola Nike Phantom VSN size 42 yg saya beli pd tgl 6 Maret 2021 via Tokopedia dgn Nomor Invoice : INV/20210306/XXI/III/770877986
https://t.co/qR7UpMBACc",negatif
314,@TokopediaCare Sudah saya DM Kak Prilly.,positif
315,"@TokopediaCare aku bacanya sampek muter2 HP 😁
Makasih min 🤗 semangattt jugaa yaa..💪🏻🥰 https://t.co/qV7gdAROET",positif
316,Diminta melampirkan bukti kok dibilang ga make sense? Lah gimana tho? Namanya komplen produk ya hrs ksh buktinya lah. Pengalaman gw dg @TokopediaCare sih bgs ya wkt mrk handle komplen. Gw kirim foto2 dan video? Yes. Sbg bukti. Kan gw komplen beneran. Bukan rekayasa atau titipan https://t.co/NntErLIFcJ,positif
317,"Hi @TokopediaCare saya ada kendala klaim ketidaknyamanan layanan, sudah lebih dari 14 hari kerja dianggurin Premiro nih. Sudah saya email sejak tanggal 14 Februari 2021.",negatif
318,"tolong dong @tokopedia, @TokopediaCare bantu masalah saya ini ada solusinya, soalnya dari pihak @JNE_ID, @JNECare sama sekali ga peduli sama konsumennya",negatif
319,@TokopediaCare Cek DM .. mana gratis ongkir nya ??,negatif
320,"Saran buat @TokopediaCare @tokopedia yang kayak gini kurang kurangin lah, kalau perlu larang sekalian. Biarlah event seru seruan kayak Mysteri Box gini cuma boleh diadakan pihak Tokopedia langsung misalnya.
Ngeliat testinya sih jelas bau bau curang.

https://t.co/DkWtTqslfl",negatif
321,"@TokopediaCare INV/20210305/XXI/III/770397223

dan

INV/20210305/XXI/III/770454066

makasih min. @anteraja_id juga cek ya",netral
322,"@TokopediaCare @sicepat_ekspres tolong dibantu min resi 000482537501 , dan nomer pesanan ini INV/20210303/XXI/III/768676352  nomer hp penerima minta ganti karena salah, soalnya status dpengiriman dikembalikan terus. Nomor sudah saya infokan ke si cepat. Tolong dibantu proses.",negatif
323,"UMKM Wajib Tahu!, Tokopedia Ungkap Tren dan Peluang Bisnis 2021, Ada Kopi Lokal dan Madu https://t.co/UQa8aso3bT @tokopedia @TokopediaCare @Tokopedika @Promo4UMKM @Iklan_JualBeli @rinrinjamrianti @kemenkop @KemenkopUKM",positif
324,@TokopediaCare Sudah di reply ya kak. Segera di investigasikan ya kak.,positif
325,@TokopediaCare ko dm sy ga d bls yaaa,negatif
326,@TokopediaCare @Septia46765962 Malah balesin yg kek gini! Cek DM!,negatif
327,Min @TokopediaCare @tokopedia istri saya share brosur diskon tambah daya pln kalau belanja di tokopedia. Lha saya nyari di aplikasi kok kaga nemu. Bijimane ini Min?,negatif
328,@TokopediaCare MIMIN! Min yoongi ultah niii🥰💚,positif
329,"Lemah&amp;ruginya kalo beli apa-apa online ya gini. Kalo ada masalah, dalam pengiriman harus tunggu diinvestigasiin dulu. Belum lagi nunggu dr via tokped respon komplainan. @TokopediaCare https://t.co/ahFyaEzLpi",negatif
330,"@TokopediaCare Ngga nemu, ngga nemu, langsung skip 😂😂😂",netral
331,"Bisa-bisanya paketan hilang ? -_-
@sicepat_ekspres @TokopediaCare https://t.co/gGXDfUhJCH",negatif
332,@TokopediaCare aamiin makasih minto walaupun ritmenya secepet yg lain selagi ada progres why not?😊,positif
333,@TokopediaCare WKWKWK HAMPIR GAK KETEMU TULISAN PUTIH😭,netral
334,"@TokopediaCare Hai min, terima kasih infonya, snagat membantu sekali:)",positif
335,"@TokopediaCare Mimin juga semangat yaa 💚 
Besok aku ujian 3 mapel , semoga bisa kerjain soalnya dan nilainya memuaskan 
Mimin semangat terus kerjanya",positif
336,"RT @TokopediaCare: [Ada Pesan Rahasia!]

Mimin punya pesan rahasia buat kamu di gambar ini. 🤫
RT dan REPLY kalau kamu bisa temukan pesannya…",netral
337,"RT @RRolend: @tokopedia 
@TokopediaCare 

Dear manajemen Tokopedia,

Mohon sekiranya dibantu prihal proses pengembalian dana dengan transak…",netral
338,"@helorenjun @TokopediaCare ku setuju minn, ayo giveaway lagi",positif
339,@TokopediaCare bantu ngedoain yg ikutan aja🙏💚,positif
340,"@BPKN_RI 
@tokopedia
@TokopediaCare 

Dear pemangku jabatan BPKN ( Badan Perlindungan Konsumen Nasional ) Republik Indonesia
Mohon sekiranya dibantu prihal proses pengembalian dana saya sbg konsumen yg bertransaksi online dgn seller
Atas perhatiannya, saya haturkan terima kasih",netral
341,"@tokopedia 
@TokopediaCare 

Dear manajemen Tokopedia,

Mohon sekiranya dibantu prihal proses pengembalian dana dengan transaksi 
Nomor Invoice : INV/20210306/XXI/III/770877986
Saya sebagai pembeli juga berhak atas refund yg sudah sesuai dgn UU KUHPERDATA
Thx 4'ur attention https://t.co/UqO7RqqPss",negatif
342,@TokopediaCare Lah mana DMnya?,negatif
343,"Ada yang tau gimana cara mengembalikan tingkat kepercayaan toko di tokopedia? Kemarin karena gagal kirim 1 paket, pengaruh banget ke performa toko.
@TokopediaCare @tokopedia
#Tokopedia #belanjatokopedia #TokopediaxBTS https://t.co/RJ4Wg2YJUA",negatif
344,"@TokopediaCare min top up brizzi kok gamasuk saldonya, aneh",negatif
345,"RT @TokopediaCare: Target penjualan tahun ini harus lebih tinggi dari tahun lalu, ada yang punya prinsip itu Seller? 

Sebelum menyusun str…",netral
346,@anteraja_id @sprmndrp PARAH! HAI PARA SELLER MARKETPLACE / E COMMERCE JANGAN ADA YG PAKAI JASA EKSPEDISI INI LAGI! GANTI NAMA SAJA DARI ANTERAJA JADI ENTARAJA! @TokopediaCare @BukaBantuan @LazadaIDCare @ShopeeID,negatif
347,"@TokopediaCare Hallo min ini akun Tokopedia knpaa yaa , masih saya gunakan tp ko dinonaktifkan?tolong gmna caranya supaya akun saya balik https://t.co/HF2PnhWplt",netral
348,"@TokopediaCare min cashback ovo saya kq belum masuk min, transaksi sudah selesai",negatif
349,"@TokopediaCare @TokopediaCare INV/20210306/XXI/III/771192216
Sudah ajukan pembatalan tapi salah pilih. Harusnya refund dana. Kalo saya batalkan komplain dana masuk ke penjual atau saya bisa ajukan pembatalan yang ke2. Atau gmn caranya supaya sy bs menjadi refund pembatalan thx",negatif
350,@TokopediaCare sy pilih pengiriman reguler intraisland dan ongkir aslinya cm 17rb tapi kok di daftar biaya masi tetep 17rb??,negatif
351,"Halo @TokopediaCare, saya topup saldo emoney melalui aplikasimu.
Sudah dibayar melalui MBCA tapi kok ga bisa update saldo ya? https://t.co/KvMlDqP2OA",negatif
352,"sedih lah gagal terus update saldo brizzi di @TokopediaCare. padahal udah versi terbaru, tapi slalu muncul tulisan ini. padahal di aplikasi lain kartunya kebaca :( https://t.co/Mwfqn4mz9Z",negatif
353,"Kebodohan gw hari ini.. 
Ganti no di tokped krn no tlp nya angus padahal ada saldo tokped dana 100rb.. 
Min @tokopedia @TokopediaCare 
Bisa di bantu ga min?? 
Histori belanjaan ilang semua juga pulaa... 
Tau gitu ga perbaharui no tlp",negatif
354,"Tanya bisa gak retur barang dgn Gosend, nanti input no resinya. Diminta ksh no inv. Udah di kasih. Jawabannya malah bikin emosi. Heran! @TokopediaCare",negatif
355,Kadang merasa begok sendiri kalo ngomong sm admin cs mode @TokopediaCare gini,negatif
356,"@TokopediaCare min respon dm, dana klaim masih blm masuk ya",negatif
357,"@TokopediaCare 
Kalo searching barang2 di tokopedia sekarang sudah ga ada opsi ""filter"" ya? https://t.co/k63iCtCyPL",negatif
358,Byar perpanjang @Pegadaian lewat @tokopedia bgm caranya y @shbt_pegadaian @TokopediaCare,netral
359,"Kezelll ihhh.. udah sebulan ga bisa update aplikasi tokped, sekarang ga bisa dibuka.. gue uninstall, eh pas di install lagi gak bisa
Itu kenapa sihhh 😠 
Padahal gue udh mulai pindah haluan dr toko sebelah ☹
@tokopedia @TokopediaCare",negatif
360,"@TokopediaCare halo tokped, baru kali ini ni saya kecewa sama kalian. saya retur barang via grabexpress tapi ga bisa input no resi. statusnya malah langsung otomatis selesai dan pembayaran dikirim ke penjual. percuma aja dong ya retur tapi sy ga dapet kompensasi apa2",negatif
361,@TokopediaCare Oh iya kak. Kami sangat memohon bantuannya segera🙏,netral
362,"@TokopediaCare 
Min tanya dong

INV/20210308/XXI/III/772717699
Itu buyer nya udh bayar blm ya?",netral
363,@TokopediaCare Terima kasih sudah ingin membantu,positif
364,"@TokopediaCare Hi min, kolom review produknya sudah kembali muncul kembali. Tadi sempat hilang makanya saya bingung. Trims",positif
365,@TokopediaCare thankyou buat bantuannya meskipun saya ribet tetap di layani sepenuh hati 😘😘,positif
